league | aatrox | noun | 아트록스 | aatrox is a strong blind pick | 아트록스는 무난한 선픽이야
league | swifties | noun | 신속신 | buying swifties to run away from nasus | 나서스한테서 도망치려고 신속신 샀음
league | swifties | noun | 신속신 | buy swifties against the nasus wither | 나서스 쇠약 상대로 신속신 사
league | swifties | noun | 신속의 장화 | swifties basically ignore the slow | 신속의 장화 신으면 슬로우 사실상 무시하지
league | swiss stage | noun | 스위스 스테이지 | Swiss stage is so stressful man. | 아 스위스 스테이지 존나 스트레스야.
league | swiss stage | noun | 스위스 스테이지 | Swiss stage format is weird. | 스위스 스테이지 방식 이상해.
league | swiss stage | noun | 스위스 스테이지 | We advanced through swiss stage. | 우리 스위스 스테이지 통과했어.
league | swiss stage | noun | 스위스 스테이지 | Swiss stage is brutal. | 스위스 스테이지 개빡세네.
league | swiss stage | noun | 스위스 스테이지 | Swiss stage is way too stressful. | 스위스 스테이지 존나 스트레스 받아.
league | swiss stage | noun | 스위스 스테이지 | Swiss stage format keeps us guessing. | 스위스 스테이지 방식은 항상 긴장돼.
league | swiss stage | noun | 스위스 스테이지 | Just survive the swiss stage. | 스위스 스테이지 통과만 하자.
league | swiss stage | noun | 스위스 스테이지 | This swiss stage is really fun to watch. | 이번 스위스 스테이지는 보는 맛이 있네.
league | sylas | noun | 사일러스 | sylas stole malphite's ultimate | 사일러스가 말파이트 궁 뺏었어
league | sylas | noun | 사일 | sylas taking game changing ults is so broken | 사일이 한타 파괴하는 궁 뺏어가는 거 존나 사기야
league | syndra | noun | 신드라 | syndra scattered the weak and stunned two | 신드라가 적군 와해로 두 명 스턴 먹였어
league | syndra | noun | 구슬녀 | syndra pressing r and one-shotting me is peak gameplay | 구슬녀 궁 딸깍에 원콤 나는 거 진짜 갓겜이네
league | synergy | noun | 시너지 | lucian and nami have great synergy | 루시안 나미 시너지 엄청 좋아
league | synergy | noun | 조합빨 | drafted a full wombo comp for that synergy | 조합빨 극대화하려고 올 연계 픽으로 뽑았네
league | system ban | noun | 칼정지 | he'll get a system ban for that | 쟤 저거 때문에 칼정지 먹을걸
league | system ban | noun | 자동 정지 | typing that word is an instant system ban | 저 단어 치면 바로 즉각 자동 정지야
league | tabis | noun | 닌탑 | just buy tabis and ignore the adc | 걍 닌탑 사고 원딜 딜은 무시해
league | tabis | noun | 닌탑 | ninja tabis negate his entire damage | 닌탑 신으면 쟤 딜 싹 다 무시함
league | tahm kench | noun | 탐 켄치 | tahm kench devoured his ally to save them | 탐 켄치가 아군 먹어서 살렸어
league | take aggro | verb | 어그로담당하다 | let me take turret aggro first since i have armor | 나 방어력 존재하니까 내가 먼저 타워 어그로담당할게
league | taliyah | noun | 탈리야 | taliyah walled off the objective with weaver's wall | 탈리야가 궁으로 옵젝 길 막았어
league | taliyah | noun | 돌멩이 | taliyah combo literally deletes the squishies | 돌멩이 콤보 맞으면 물몸들 걍 지워짐
league | talon | noun | 탈론 | talon jumped over the wall to escape | 탈론이 벽 넘어서 도망갔어
league | talon | noun | 암살자 | talon parking in the bush to one-shot me | 암살자 새끼 날 원콤 내려고 부쉬에 주차 중이네
league | tank | noun | 탱커 | focus adc, not the tank | 탱커 치지 말고 원딜 포커싱해
league | tank | noun | 고기방패 | we have no frontline tank to peel | 우리 시팅해줄 앞라인 고기방패가 아예 없어
league | tank | noun | 탱 | we have no tank, don't fight | 우리 탱 없으니까 싸우지 마
league | tank build | noun | 극탱 템트리 | I'm going tank build, we need frontline. | 나 극탱 템트리 간다, 앞라인 필요해.
league | tank build | noun | 극탱 템트리 | Just go tank build. | 그냥 극탱 템트리 가라.
league | tank build | noun | 극탱 템트리 | Tank build is better here. | 이번엔 극탱 템트리가 좋아.
league | tank build | noun | 극탱 템트리 | We need a tank build. | 극탱 템트리 하나 필요해.
league | tanked damage | noun | 쳐맞은 딜량 | Look at Rammus's tanked damage graph. | 람머스 쳐맞은 딜량 그래프 좀 봐.
league | tanked damage | noun | 받은 피해량 | Sion has the highest tanked damage globally. | 사이온이 전체 받은 피해량 1등이야.
league | tanked damage | noun | 쳐맞은 딜량 | I have more tanked damage than our tank. | 내가 탱커보다 더 쳐맞은 딜량 높네.
league | tanked damage | noun | 받은 피해량 | His tanked damage is unreal. | 쟤 받은 피해량 진짜 말이 안 되네.
league | tanky | modifier | 튼튼한 | we need a tanky top laner | 우리 튼튼한 탑 라이너 필요해
league | tanky | predicate | 단단하다 | ornn is too tanky right now | 오른 지금 너무 단단해
league | target | verb | 타겟팅하다 | target the fed draven first | 잘 큰 드레이븐부터 타겟팅해
league | target ban | verb | 저격밴하다 | they target banned my shaco | 쟤네 내 샤코 저격밴했어
league | target ping | noun | 점사 핑 | Follow my target ping on the ADC. | 원딜에 찍힌 내 점사 핑 따라와.
league | target ping | noun | 타겟팅 핑 | Spam target ping on the fed Yi. | 잘 큰 마이한테 타겟팅 핑 존나 찍어.
league | target ping | noun | 점사 핑 | Ignore the tank and follow the target ping. | 탱 말고 점사 핑 찍힌 애 잡아.
league | target ping | noun | 타겟팅 핑 | I target pinged the carry already. | 캐리한테 타겟팅 핑 찍어놨어.
league | target ping | verb | 점사핑하다 | target ping the soraka | 소라카한테 점사핑해
league | target ping | verb | 타겟팅하다 | target pinging the low hp ad carry | 체력 없는 원딜 타겟팅하는 중이야
league | taric | noun | 타릭 | taric timed his cosmic radiance perfectly | 타릭이 우주의 광휘 타이밍 완벽하게 맞췄어
league | taric | noun | 타릭 | taric ult just completely denied our engage | 타릭 궁이 우리 이니시 완벽하게 무효화시켰어
league | taste of blood | noun | 피의 맛 | taste of blood gives reliable lane sustain | 피의 맛은 라인전 유지력을 확실하게 챙겨줘
league | taste of blood | noun | 피맛 | proccing taste of blood to survive the poke | 포킹 버티려고 피맛 터뜨리는 중
league | taunt | noun | 도발 | Don't hit the Rammus taunt. | 람머스 도발 맞지 마.
league | taunt | noun | 강제 어그로 | Shen's taunt turned the fight. | 쉔 강제 어그로가 한타 다 뒤집었어.
league | taunt | noun | 도발 | Nice taunt. | 도발 좋았다.
league | taunt | noun | 도발 | I got taunted. | 도발 걸렸어.
league | taunt | noun | 도발 | shen missed his taunt | 쉔 도발 빗나갔어
league | taunt | noun | 강제 어그로 | a 5-man taunt is just an instant wipe | 5인 강제 어그로 걸리면 그냥 싹 전멸이지
league | taunt | verb | 도발하다 | shen will flash taunt you | 쉔이 점멸 도발할 거야
league | taunt | verb | 도발사용하다 | taunting the carry into our team | 적 캐리한테 우리 팀 쪽으로 도발사용했어
league | taunted | modifier | 도발당한 | clear the taunted frontline | 도발당한 앞라인 정리해
league | taunted | predicate | 도발당하다 | i got taunted by rammus | 나 람머스한테 도발당했어
league | tax | verb | 세금징수하다 | he failed the gank and taxed my cannon | 쟤 갱킹 실패하고 내 대포 미니언 세금징수했어
league | tax | verb | 씨에스스틸하다 | why is the lux support taxing my wave | 왜 럭스 서폿이 내 웨이브 씨에스스틸해
league | tax | verb | 세금징수하다 | my jungler failed the gank and taxed my cannon wave | 우리 정글 갱킹 실패하고 내 대포 웨이브 세금징수했어
league | team wipe | noun | 전멸 | We just got a full team wipe. | 우리 방금 완전 전멸 당했어.
league | team wipe | noun | 전멸 | They had a total team wipe. | 쟤네 완전히 전멸당했네.
league | team wipe | noun | 전멸 | We are going for a team wipe. | 우리 전멸 노리고 있어.
league | team wipe | noun | 전멸 | Team wipe is inevitable. | 전멸은 피할 수 없어.
league | teamfight | noun | 5대5 한타 | we lose every 5v5 teamfight | 우리 5대5 한타는 다 져
league | teamfight | verb | 한타하다 | if we teamfight, we need to play the side lanes | 우리 5대5 한타하면 다 패배하니까 사이드 운영해야 돼
league | tear | noun | 여눈 | stacking tear in the fountain | 우물에서 여눈 스택 쌓는 중
league | tear | noun | 여신의 눈물 | stacking tear early to rush seraphs | 대천사 빨리 뽑으려고 초반부터 여신의 눈물 스택 쌓는 중
league | tear of the goddess | noun | 여신의 눈물 | ezreal needs tear of the goddess to scale | 이즈리얼은 왕귀하려면 여신의 눈물이 필요해
league | tear of the goddess | noun | 여눈 | start tear of the goddess | 여눈으로 스타트해
league | teemo | noun | 티모 | teemo placed toxic traps all over the map | 티모가 맵 전체에 독버섯 깔아놨어
league | teemo | noun | 쥐새끼 | stepping on a teemo shroom late game is fatal | 후반에 쥐새끼 버섯 밟으면 걍 치명상임
league | teleport | noun | 순간이동 | use teleport to join the teamfight from the side lane | 사이드에서 한타 합류하게 순간이동 써
league | teleport ward | noun | 텔포 와드 | TP to the teleport ward now. | 지금 텔포 와드 타.
league | teleport ward | noun | 텔포 와드 | Drop a teleport ward behind them. | 뒤에 텔포 와드 하나 박아.
league | teleport ward | noun | 텔포 와드 | That teleport ward wins the fight. | 저 텔포 와드가 한타 이겼네.
league | teleport ward | noun | 텔포 와드 | Clear the teleport ward first. | 텔포 와드부터 지워.
league | tempo | verb | 턴벌다 | push the wave to gain tempo advantage | 웨이브 밀고 우리 턴벌어
league | tempo advantage | noun | 턴 주도권 | We have tempo advantage, take the drake. | 우리한테 턴 주도권 있으니까 용 먹자.
league | tempo advantage | noun | 턴 주도권 | Use the tempo advantage. | 턴 주도권 활용해.
league | tempo advantage | noun | 턴 주도권 | We gained tempo advantage. | 턴 주도권 잡았다.
league | tempo advantage | noun | 턴 주도권 | That's pure tempo advantage. | 턴 주도권 차이다.
league | tempo advantage | verb | 주도권가지다 | hard shoving lets you tempo advantage | 빡세게 밀어넣으면 주도권가질 수 있어
league | tempo loss | noun | 턴 밀림 | That death was a huge tempo loss. | 방금 데스 때문에 턴 밀림 심하네.
league | tempo loss | noun | 턴 밀림 | Massive tempo loss there. | 턴 엄청 밀렸다.
league | tempo loss | noun | 턴 밀림 | We can't afford a tempo loss. | 턴 밀리면 안 돼.
league | tempo loss | noun | 턴 밀림 | That's all tempo loss. | 저거 전부 턴 밀림이다.
league | tempo reset | noun | 턴 빼기 | Let's just get a clean tempo reset here. | 여기서 그냥 깔끔하게 턴 빼기 하자.
league | tempo reset | noun | 턴 빼기 | Take a tempo reset. | 턴 빼기 하자.
league | tempo reset | noun | 턴 빼기 | Good tempo reset. | 턴 빼기 깔끔했다.
league | tempo reset | noun | 턴 빼기 | We need a tempo reset first. | 먼저 턴 빼기 해야 돼.
league | temporary restriction | noun | 채금 | I got a temporary restriction for flaming. | 나 욕하다가 채금 먹었어.
league | temporary restriction | noun | 채금 | Another temporary restriction. | 또 채금 먹었네.
league | temporary restriction | noun | 채금 | He got hit with a temporary restriction. | 쟤 채금 먹었다.
league | temporary restriction | noun | 채금 | Enjoy your temporary restriction. | 채금 잘 먹어라.
league | tenacity | noun | 강인함 | taking tenacity against the leona | 레오나 상대로 강인함 들었어
league | tenacity stack | noun | 강인함 도배 | Garen has a tenacity stack, you can't CC him. | 가렌 강인함 도배해서 CC 안 먹혀.
league | tenacity stack | noun | 강인함 도배 | Tenacity stack is so annoying. | 강인함 도배 진짜 짜증난다.
league | tether | verb | 거리유지하다 | look at how he is tethering around the enemy's attack range, it's clean | 쟤 적 사거리 근처에서 거리유지하는 거 관찰해 엄청 깔끔하네
league | tether | verb | 카이팅하다 | a good adc can tether perfectly and never get hit by skillshots | 훌륭한 원딜은 완벽하게 카이팅해서 스킬샷 절대 안 맞아
league | tf | noun | 트페 | tf porting bot to turn the fight | 트페가 바텀 궁 타서 한타 뒤집네
league | the bloodthirster | noun | 피바라기 | the bloodthirster gives a lot of lifesteal | 피바라기는 생명력 흡수를 엄청 많이 줘
league | theorycraft | verb | 입롤하다 | they love to theorycraft builds that never work in real games | 쟤네 실전에서 절대 작동 안 하는 빌드로 입롤하는 거 엄청 선호해
league | theorycraft | verb | 빌드연구하다 | high elo players theorycraft all night to find the optimal build path | 천상계 유저들 최적의 템트리 발견하려고 밤새 빌드연구해
league | thin | verb | 라인삭제하다 | thin the wave mid lane | 미드 라인삭제해
league | thin | verb | 밀어내다 | thinning the wave so they cannot dive | 쟤네 다이브 못 가게 웨이브 밀어내
league | thin | verb | 라인삭제하다 | thin the wave quickly before the enemy team groups up to siege the mid inhibitor | 적 팀이 미드 억제기 밀러 모이기 전에 빨리 라인삭제해
league | thornmail | noun | 가시 갑옷 | thornmail applies grievous wounds to attackers | 가시 갑옷은 공격한 애들한테 치감을 묻혀
league | thresh | noun | 쓰레쉬 | thresh threw his lantern to save the jungler | 쓰레쉬가 랜턴 던져서 정글 살렸어
league | thresh | noun | 쓰레쉬 | please just click the thresh lantern | 제발 쓰레쉬 랜턴 좀 타라고
league | throw | noun | 뇌절 | What a massive throw by our jungle. | 우리 정글 진짜 역대급 뇌절하네.
league | throw | noun | 뇌절 | Don't throw this game. | 뇌절만 하지 마.
league | throw | noun | 뇌절 | That was a huge throw. | 저건 진짜 큰 뇌절이다.
league | throw | noun | 뇌절 | We threw so hard. | 우리가 뇌절했다.
league | throw | noun | 뇌절 | What a massive throw by our jungle. | 우리 정글 진짜 역대급 뇌절하네.
league | throw | noun | 뇌절 | Don't throw this game. | 뇌절만 하지 마.
league | throw | noun | 뇌절 | That was a huge throw. | 저건 진짜 큰 뇌절이다.
league | throw | noun | 뇌절 | We threw so hard. | 우리가 뇌절했다.
league | throw | noun | 뇌절 | that baron call was a massive throw | 저 바론 오더는 완전 대형 뇌절이었어
league | throw | noun | 집어던지기 | we were up 10k gold and still managed to throw | 만 골드 이기고 있었는데 이걸 집어던지네
league | throw | verb | 뇌절하다 | don't throw the game right now | 지금 당장 겜 뇌절하지 마
league | throw | verb | 뇌절하다 | throwing the massive gold lead at baron | 바론에서 엄청난 골드 차이 다 뇌절해버림
league | throw | verb | 뇌절하다 | don't throw the game at baron | 바론에서 겜 뇌절하지 마
league | tiamat | noun | 티아맷 | rush tiamat for wave clear | 라클하게 티아맷 빨리 올려
league | tiamat | noun | 티아맷 | resetting auto attack with tiamat active | 티아맷 사용 효과로 평캔하는 중
league | tier 2 boot | noun | 업글된 신발 | I got tier 2 boots early. | 나 업글 신발 빨리 뽑았어.
league | tier 2 boot | noun | 업글된 신발 | Tier 2 boots are huge here. | 이번 판 업글 신발 중요하다.
league | tier 2 boot | noun | 업글된 신발 | Finish your tier 2 boots first. | 업글 신발부터 완성해.
league | tier one | noun | 1차 포탑 | We need to defend tier 1. | 우리 1차 포탑 막아야 돼.
league | tier one | noun | 1차 포탑 | They already lost tier 1. | 쟤네 벌써 1차 포탑 밀렸네.
league | tier one | noun | 1차 포탑 | Take their tier 1 first. | 일단 1차 포탑부터 밀자.
league | tier one | noun | 1차 포탑 | Tier 1 is free here. | 여기 1차 포탑 공짜다.
league | tier one boots | noun | 똥신 | i'm just sitting on tier one boots for now | 나 지금은 그냥 똥신만 사고 버티는 중이야
league | tier one boots | noun | 똥신 | buy tier one boots at least, you're too slow | 최소한 똥신이라도 사, 너 너무 느려
league | tier skip | noun | 2단 승급 | My MMR gave me a tier skip. | 내 MMR 높아서 2단 승급했어.
league | tier skip | noun | 2단 승급 | Can I get a tier skip here? | 여기서 2단 승급 가능할까?
league | tier skip | noun | 2단 승급 | Everyone is praying for a tier skip. | 다들 2단 승급 노리고 있지.
league | tier skip | noun | 2단 승급 | He got a tier skip last season. | 쟤 지난 시즌에 2단 승급했어.
league | tier skip | noun | 2단 승급 | My MMR is crazy, I got a tier skip. | 내 MMR 미쳐서 나 2단 승급했어.
league | tier skip | noun | 2단 승급 | I just got a tier skip. | 방금 2단 승급했다.
league | tier skip | noun | 2단 승급 | Tier skip feels so good. | 2단 승급 개꿀이네.
league | tier skip | noun | 2단 승급 | He skipped a whole tier. | 쟤 2단 승급했네.
league | tier skip | verb | 2단승급하다 | i managed to tier skip today | 나 오늘 어떻게든 2단승급했어
league | tier three | noun | 억제기 포탑 | Pushing tier 3 is impossible right now. | 지금 억제기 포탑 미는 건 무리야.
league | tier three | noun | 억제기 포탑 | We can hit tier 3 now. | 이제 억제기 포탑 칠 수 있어.
league | tier three | noun | 억제기 포탑 | Back off from tier 3. | 억제기 포탑에서 빠져.
league | tier three | noun | 억제기 포탑 | They are defending tier 3 hard. | 쟤네 억제기 포탑 사수 중이네.
league | tier two | noun | 2차 포탑 | Give them the tier 2, it's fine. | 2차 포탑 줘, 괜찮아.
league | tier two | noun | 2차 포탑 | We can pressure tier 2. | 2차 포탑 압박 가능해.
league | tier two | noun | 2차 포탑 | Don't overstay for tier 2. | 2차 포탑 욕심내지 마.
league | tier two | noun | 2차 포탑 | They got our tier 2. | 우리 2차 포탑 나갔다.
league | tier two boots | noun | 업글된 신발 | he already has tier 2 boots, he's too fast | 쟤 벌써 업글된 신발 나와서 존나 빠르네
league | tier two boots | noun | 업글된 신발 | finishing tier 2 boots here is much better | 여기선 업글된 신발 완성하는 게 훨씬 나아
league | tilt | noun | 멘탈 붕괴 | I'm on a massive tilt right now. | 나 지금 완전 멘탈 붕괴 왔어.
league | tilt | noun | 멘탈 붕괴 | Don't tilt. | 멘탈 나가지 마.
league | tilt | noun | 멘탈 붕괴 | He's hard tilted. | 쟤 멘탈 나갔다.
league | tilt | noun | 멘탈 붕괴 | Tilt queue is real. | 멘탈 나간 채로 돌리네.
league | tilt | noun | 멘탈 붕괴 | I'm on a massive tilt right now. | 나 지금 완전 멘탈 붕괴 왔어.
league | tilt | noun | 멘탈 붕괴 | Don't tilt. | 멘탈 나가지 마.
league | tilt | noun | 멘탈 붕괴 | He's hard tilted. | 쟤 멘탈 나갔다.
league | tilt | noun | 멘탈 붕괴 | Tilt queue is real. | 멘탈 나간 채로 돌리네.
league | tilt | verb | 화나다 | he started to tilt after that death | 쟤 저 데스 이후로 화나기 시작했어
league | tilt | verb | 멘탈붕괴하다 | don't tilt after one death | 1데스하고 멘탈붕괴하지 마
league | tilted | modifier | 멘탈붕괴된 | our tilted mid is going to int | 우리 멘탈붕괴된 미드 던질 거야
league | tilted | predicate | 멘탈붕괴하다 | our jungler tilted after that invade | 우리 정글 저 인베이드 이후로 멘탈붕괴했어
league | tilting | verb | 화나다 | tilting out of my mind right now | 지금 제정신 아닐 정도로 엄청 화나네
league | tilting | modifier | 빡치는 | playing against teemo is the most tilting experience | 티모 상대하는 건 제일 빡치는 경험이야
league | time warp | noun | 시왜물 | popping a pot with time warp to bait the dive | 다이브 낚시하려고 시왜물 포션 빨았어
league | time warp tonic | noun | 시간 왜곡 물약 | time warp tonic gives instant healing when using potions | 시간 왜곡 물약은 포션 먹을 때 즉발 힐을 줘
league | top | noun | 탑 | top is missing | 탑 미아
league | top | noun | 탑 라이너 | top island is completely ignored | 탑 라이너는 완전 고립된 섬 취급이네
league | top | noun | 탑 | top is completely isolated from the game | 탑은 걍 게임에서 완전 고립돼 있네
league | top gap | noun | ㅌㅊㅇ | massive top gap this game | 이번 판 완전 ㅌㅊㅇ 개심해
league | top gap | noun | 탑 차이 | it's a sheer top gap in side lanes | 사이드 가면 순수 탑 차이 나서 답 없음
league | top lane | noun | 탑라인 | top lane is heavily dependent on counter picks | 탑라인은 카운터 픽에 엄청 의존해
league | top laner | noun | 탑라이너 | what an OP top laner | 진짜 사기 탑라이너네
league | top laner | noun | 탑솔러 | most insane top laner mechanics i have ever seen | 내가 본 탑솔러 피지컬 중에 제일 미쳤네
league | total ad | noun | 총 물리뎀 | It scales off total AD, that's broken. | 총 물리뎀 계수라니 개사기네.
league | total ad | noun | 총 물리뎀 | This scales with total AD. | 총 물리뎀 계수야.
league | total ad | noun | 총 물리뎀 | Total AD scaling is crazy. | 총 물리뎀 계수 미쳤네.
league | total ad | noun | 총 물리뎀 | Abuse the total AD scaling. | 총 물리뎀 계수 활용해.
league | tower | noun | 타워 | push the tower to get plates | 타워 밀어서 채굴해
league | tower | noun | 1차 타워 | we lost bot tower at 10 mins | 10분 만에 바텀 1차 타워 밀렸어
league | tower | noun | 타워 | the tower aggro in this game is so bugged | 이 겜 타워 어그로 진짜 버그 덩어리야
league | tower dive | verb | 포탑다이브하다 | don't tower dive the full hp ornn | 풀피 오른한테 포탑다이브하지 마
league | toxic | modifier | 악질적인 | mute that toxic yasuo instantly | 저 악질적인 야스오 즉시 차단해
league | toxic | predicate | 트롤링하다 | he is being toxic in all chat | 쟤 전체 채팅에서 트롤링해
league | toxic casual | noun | 즐겜충 | He's just a toxic casual, ignore him. | 쟤 그냥 입 터는 즐겜충이니까 무시해.
league | toxic casual | noun | 즐겜충 | Another toxic casual. | 또 즐겜충이네.
league | toxic casual | noun | 즐겜충 | That toxic casual won't listen. | 저 즐겜충 말 안 듣는다.
league | toxic casual | noun | 즐겜충 | Queue is full of toxic casuals. | 즐겜충 천지네.
league | teleport | noun | 텔 | canceling my tp cause the fight is lost | 한타 이미 져서 텔 끊음
league | teleport | verb | 텔사용하다 | teleport to the deep ward behind them we can clean up | 쟤네 뒤쪽 딥와드에 텔사용해 우리가 다 처치할 수 있어
league | teleport | verb | 합류하다 | teleporting to the minion wave | 미니언 웨이브에 텔사용해서 합류하네
league | teleport | verb | 텔사용하다 | teleport to the deep ward for a flank | 뒤잡게 딥와드에 텔사용해
league | track | verb | 동선파악하다 | a good support will track the enemy jungler | 훌륭한 서폿은 적 정글 동선파악해
league | track cooldowns | verb | 쿨타임계산하다 | track cooldowns on his flash so we can gank | 우리 갱킹가게 쟤 플래시 쿨타임계산해
league | track the jungler | verb | 정글추적하다 | if you track the jungler you will never die to an early gank | 네가 정글추적하면 초반 갱킹에 절대 안 사망해
league | tracked | predicate | 동선노출되다 | our jungler got tracked the whole game | 우리 정글 게임 내내 동선노출됐어
league | trade | noun | 딜교환 | we lost that trade heavily | 우리 방금 딜교환 완전 손해 봄
league | trade | noun | 딜교 | forcing a bad trade level 1 is an int | 1렙부터 억지로 딜교 거는 건 던지는 거지
league | trade | verb | 딜교하다 | take a short trade level 1 and look for all-in | 일 레벨에 짧게 딜교하고 올인 시도해
league | trade | verb | 체력교환하다 | trading health for minions | 미니언 파밍하려고 체력교환하네
league | trade | verb | 딜교환하다 | take a short trade and back off | 짧게 딜교환하고 후퇴해
league | trade objectives | verb | 오브젝트교환하다 | just trade objectives get top tower | 걍 오브젝트교환하고 탑 타워 파괴해
league | trade towers | verb | 타워교환하다 | they are taking our top tier 1 so let's just trade towers bot | 쟤네 우리 탑 일 차 파괴하니까 우리 걍 바텀 타워교환하자
league | trading stance | noun | 딜교 포지셔닝 | Maintain a proper trading stance mid. | 미드에서 딜교 포지셔닝 잘 잡아.
league | trading stance | noun | 딜교 포지셔닝 | Your trading stance is obvious. | 딜교 포지셔닝 너무 뻔해.
league | trading stance | noun | 딜교 포지셔닝 | Fix your trading stance. | 딜교 포지셔닝부터 고쳐.
league | trading stance | noun | 딜교 포지셔닝 | Good trading stance wins lane. | 딜교 포지셔닝 좋으면 라인전 이겨.
league | transcendence | noun | 깨달음 | transcendence grants ability haste and refunds cooldowns on takedowns | 깨달음은 스킬 가속을 주고 킬관여 시 쿨타임을 돌려줘
league | transcendence | noun | 깨달음 | getting my spells back instantly with transcendence | 깨달음 터져서 스킬 쿨 바로 다시 돌았어
league | transfer | verb | 현상금넘기다 | transferring the bounty to the hyper carry | 적 하드 캐리한테 현상금넘겨버렸네
league | transfer buffs | verb | 버프조공하다 | our mid laner got solo killed and transferred double buffs to zed | 우리 미드 솔킬당하고 제드한테 쌍버프조공했어
league | transform | verb | 변신하다 | kayn needs to transform into red form as soon as possible this game | 케인 이번 판에 최대한 빨리 다르킨으로 변신해야 돼
league | treasure hunter | noun | 보물 사냥꾼 | treasure hunter gives extra gold for early kills | 보물 사냥꾼은 초반 킬 먹으면 추가 골드를 줘
league | treasure hunter | noun | 보사 | rushing mythic early with treasure hunter | 보사 뜯어서 코어템 존나 빨리 뽑았네
league | tri-bush | noun | 삼거리 부쉬 | Check the tri-bush before walking up. | 나가기 전에 삼거리 부쉬 확인해.
league | tri-bush | noun | 삼거리 | Their jungler is camping tri-bush. | 상대 정글 삼거리에 캠핑 중이야.
league | tri-bush | noun | 삼거리 부쉬 | Ward the tri-bush. | 삼거리 부쉬 와드해.
league | tri-bush | noun | 삼거리 | He's sitting in tri-bush. | 쟤 삼거리에 숨어 있어.
league | triforce | noun | 트포 | hitting my triforce spike on jax | 잭스 트포 떠서 전성기 옴
league | trim | verb | 트림하다 | trim the wave before backing | 집 가기 전에 웨이브 좀 트림해
league | trim | verb | 트림하다 | just trim the cannon minion | 그냥 대포 미니언만 트림해
league | trim | verb | 웨이브조절하다 | you need to trim the minion wave or they are going to dive us with the next cannon | 미니언 웨이브조절 안 하면 다음 대포 웨이브에 쟤네가 우릴 다이브해
league | trinity force | noun | 삼위일체 | trinity force is a great bruiser mythic item | 삼위일체는 훌륭한 브루저 신화템이야
league | trio | noun | 3인큐 | Ganked by a trio queue again. | 3인큐한테 또 갱 당했네.
league | trio | noun | 트리오 | Trio abusing in flex is so cringe. | 자랭에서 트리오 좆목하는 거 개역겹네.
league | trio | noun | 3인큐 | Their trio is camping mid. | 쟤네 3인큐가 미드만 판다.
league | trio | noun | 트리오 | We queued into the same trio again. | 또 같은 트리오 만났네.
league | trist | noun | 트타 | trist jumping forward and dying instantly | 트타 앞점프 뛰자마자 바로 뒤지네
league | tristana | noun | 트리스타나 | tristana jumped in for the reset | 트리스타나가 초기화 노리고 앞점프 뛰었어
league | triumph | noun | 승전보 | triumph healed him just enough to survive the ignite | 승전보 피흡 덕분에 점화 딜 딱 버티고 살았어
league | triumph | noun | 승전보 | classic triumph proc saving him at 1 hp | 전형적인 승전보 피흡으로 피 1 남고 살아가네
league | triumph | noun | 승전보 | triumph heal literally saved his life | 승전보 힐 덕분에 쟤 진짜 살았어
league | triumph | noun | 킬 피흡 | getting the triumph proc right before the ignite kills | 점화에 뒤지기 직전에 승전보 킬 피흡 터짐
league | troll | noun | 트롤러 | Report this troll, he's running it down. | 이 트롤러 리폿 좀 해, 그냥 계속 박네.
league | troll | noun | 트롤러 | We have a troll. | 우리 팀에 트롤러 있다.
league | troll | noun | 트롤러 | Don't feed the troll. | 트롤러랑 싸우지 마.
league | troll | noun | 트롤러 | That guy is a troll. | 쟤 트롤러다.
league | troll | noun | 트롤러 | Report this troll, he's running it down. | 이 트롤러 리폿 좀 해, 그냥 계속 박네.
league | troll | noun | 트롤러 | We have a troll. | 우리 팀에 트롤러 있다.
league | troll | noun | 트롤러 | Don't feed the troll. | 트롤러랑 싸우지 마.
league | troll | noun | 트롤러 | That guy is a troll. | 쟤 트롤러다.
league | troll | verb | 트롤하다 | stop trolling with that ap garen | ap 가렌으로 트롤하지 마
league | troll | verb | 트롤링하다 | stop trolling and group | 트롤링하지 말고 합류해
league | trolling | verb | 트롤하다 | running it down mid and trolling | 미드 달리고 트롤하는 중
league | true damage | noun | 고정 피해 | That's a lot of true damage. | 고정 피해 엄청 아프네.
league | true damage | noun | 고정 피해 | True damage is unfair. | 고정 피해는 너무 사기야.
league | true damage | noun | 고정 피해 | You can't itemize against true damage. | 고정 피해는 막을 방법이 없어.
league | true damage | noun | 고정 피해 | Watch the true damage. | 고정 피해 조심해.
league | true damage | noun | 트루 뎀 | Fiora deals max HP true damage. | 피오라는 체비례 트루 뎀을 넣어.
league | true damage | noun | 고정 피해 | Vayne's true damage melts tanks. | 베인 고정 피해가 탱커 다 녹여버림.
league | true damage | noun | 트루 뎀 | Their comp has way too much true damage. | 쟤네 조합 트루 뎀 너무 많아.
league | true damage | noun | 고정 피해 | You can't itemize against true damage. | 고정 피해는 템으로 막기 힘들어.
league | true damage | noun | 고정 피해 | vayne deals too much true damage | 베인 고정 피해 너무 아프게 들어와
league | true damage | noun | 트루뎀 | chogath true damage just one-shots | 초가스 트루뎀에 그냥 원콤 나네
league | true damage | noun | 고정 피해 | vayne's silver bolts deal true damage | 베인 은화살은 고정 피해를 입혀
league | true dmg | noun | 트루뎀 | cho gath true dmg is absolutely disgusting | 초가스 트루뎀 진짜 개역겹네
