basketball | 3-and-D | noun | 3앤D | Thompson is the ultimate 3-and-D. | 탐슨은 최고의 3앤D야.
basketball | rotation | noun | 로테이션 수비 | Great defensive rotation. | 로테이션 수비 좋았다.
basketball | rotation | noun | 로테이션 수비 | We missed the rotation. | 로테이션 놓쳤어.
basketball | rotation | noun | 로테이션 수비 | Rotation was a step late. | 로테이션이 한 박자 늦었네.
basketball | rotation | noun | 로테이션 | Heat have excellent defensive rotation. | 히트의 수비 로테이션이 뛰어나.
basketball | rotation | noun | 로테이션 | The rotation was late. | 로테이션이 늦었어.
basketball | rotation | noun | 로테이션 | Great rotation on defense. | 수비 로테이션 좋았어.
basketball | rotation | noun | 로테이션 | He stays in the rotation. | 로테이션 멤버야.
basketball | rotation player | noun | 로테이션 멤버 | Caruso is a rotation player. | 카루소는 로테이션 멤버야.
basketball | rotation player | noun | 로테이션 멤버 | He's a valuable rotation player. | 가치 있는 로테이션 멤버야.
basketball | rotation player | noun | 로테이션 멤버 | Every contender needs rotation players. | 강팀엔 로테이션 멤버가 중요해.
basketball | rotation player | noun | 로테이션 멤버 | He became a rotation player quickly. | 금방 로테이션에 들어왔어.
basketball | Rudy Gobert | noun | 루디 고베어 | Rudy Gobert erased the shot. | 루디 고베어가 슛을 지워버렸어.
basketball | Rudy Gobert | noun | 루디 고베어 | Rudy Gobert controlled the paint. | 루디 고베어가 골밑을 장악했어.
basketball | Rudy Gobert | noun | 루디 고베어 | Rudy Gobert grabbed every rebound. | 루디 고베어가 리바운드를 다 잡았어.
basketball | Rudy Gobert | noun | 루디 고베어 | Rudy Gobert set a solid screen. | 루디 고베어가 좋은 스크린을 걸었어.
basketball | run | verb | 속공하다 | They ran after the steal. | 스틸 후 속공했어.
basketball | run | verb | 속공하다 | The Lakers ran all night. | 레이커스가 계속 속공했어.
basketball | run | verb | 속공하다 | He loves to run. | 속공하는 걸 좋아해.
basketball | run | verb | 속공하다 | They ran off every miss. | 상대 실수마다 속공했어.
basketball | runner | noun | 러너 | Maxey scores with a runner. | 맥시가 러너로 득점했어.
basketball | runner | noun | 러너 | Nice runner in the lane. | 페인트존 러너 좋았어.
basketball | runner | noun | 러너 | He finished with a runner. | 러너로 마무리했어.
basketball | runner | noun | 러너 | The runner dropped in softly. | 러너가 부드럽게 들어갔어.
basketball | Russell Westbrook | noun | 러셀 웨스트브룩 | Russell Westbrook pushed the tempo. | 러셀 웨스트브룩이 템포를 끌어올렸어.
basketball | Russell Westbrook | noun | 러셀 웨스트브룩 | Russell Westbrook attacked downhill. | 러셀 웨스트브룩이 직선적으로 돌파했어.
basketball | Russell Westbrook | noun | 러셀 웨스트브룩 | Russell Westbrook grabbed another rebound. | 러셀 웨스트브룩이 또 리바운드를 잡았어.
basketball | Russell Westbrook | noun | 러셀 웨스트브룩 | Russell Westbrook recorded a triple-double. | 러셀 웨스트브룩이 트리플더블을 기록했어.
basketball | salary cap | noun | 샐러리 캡 | Warriors exceed the salary cap. | 워리어스가 샐러리 캡을 넘었어.
basketball | salary cap | noun | 샐러리 캡 | They're tight against the salary cap. | 샐러리 캡 여유가 거의 없어.
basketball | salary cap | noun | 샐러리 캡 | The salary cap keeps rising. | 샐러리 캡이 계속 오르고 있어.
basketball | salary cap | noun | 샐러리 캡 | That deal affects the salary cap. | 그 계약이 샐러리 캡에 영향을 줘.
basketball | score | verb | 득점하다 | He scored in the paint. | 페인트존에서 득점했어.
basketball | score | verb | 득점하다 | Tatum scored again. | 테이텀이 또 득점했어.
basketball | score | verb | 득점하다 | He scored off the cut. | 컷인 후 득점했어.
basketball | score | verb | 득점하다 | He scored from midrange. | 미드레인지에서 득점했어.
basketball | score | verb | 득점하다 | He scored through heavy contact at the rim. | 림 근처에서 강한 컨택 속에서도 득점했어.
basketball | score | verb | 득점하다 | Edwards scored over two defenders in traffic. | 에드워즈가 수비 둘 사이에서 득점했어.
basketball | score | verb | 득점하다 | He scored on the fastbreak after the steal. | 스틸 이후 속공에서 득점했어.
basketball | score | verb | 득점하다 | Score whenever they leave you open. | 상대가 오픈 주면 바로 득점해.
basketball | Scottie Barnes | noun | 스카티 반스 | Scottie Barnes filled every column. | 스카티 반스가 스탯을 골고루 쌓았어.
basketball | Scottie Barnes | noun | 스카티 반스 | Scottie Barnes pushed the pace. | 스카티 반스가 템포를 끌어올렸어.
basketball | Scottie Barnes | noun | 스카티 반스 | Scottie Barnes made the extra pass. | 스카티 반스가 추가 패스를 했어.
basketball | Scottie Barnes | noun | 스카티 반스 | Scottie Barnes guarded all five spots. | 스카티 반스가 전 포지션을 수비했어.
basketball | Scottie Pippen | noun | 스카티 피펜 | Scottie Pippen picked his pocket. | 스카티 피펜이 공을 뺏었어.
basketball | Scottie Pippen | noun | 스카티 피펜 | Scottie Pippen pushed the break. | 스카티 피펜이 속공을 전개했어.
basketball | Scottie Pippen | noun | 스카티 피펜 | Scottie Pippen guarded the best player. | 스카티 피펜이 에이스를 맡았어.
basketball | Scottie Pippen | noun | 스카티 피펜 | Scottie Pippen did a little of everything. | 스카티 피펜이 다 해줬어.
basketball | screen | noun | 스크린 | Gobert sets a solid screen. | 고베어가 좋은 스크린을 걸었어.
basketball | screen | noun | 스크린 | That screen freed him up. | 그 스크린으로 공간이 났어.
basketball | screen | noun | 스크린 | Set a better screen. | 스크린 더 잘 걸어.
basketball | screen | noun | 스크린 | Great screen at the top. | 탑에서 스크린 좋았어.
basketball | screen | verb | 스크린하다 | He screened for Curry. | 커리에게 스크린했어.
basketball | screen | verb | 스크린하다 | Gobert screened at the top. | 고베어가 정면에서 스크린했어.
basketball | screen | verb | 스크린하다 | He screened and rolled. | 스크린 후 롤했어.
basketball | screen | verb | 스크린하다 | Keep screening for him. | 계속 스크린해.
basketball | screen | verb | 스크린하다 | He screened for the ball handler. | 볼 핸들러에게 스크린했어.
basketball | screen | verb | 스크린하다 | The center screened at the top. | 센터가 정면에서 스크린했어.
basketball | screen | verb | 스크린하다 | He screened to free the shooter. | 슈터 살리려고 스크린했어.
basketball | screen | verb | 스크린하다 | Screen and then roll hard. | 스크린하고 강하게 롤해.
basketball | screen assist | noun | 스크린 어시스트 | Adams leads in screen assist. | 아담스는 스크린 어시스트가 많아.
basketball | screen assist | noun | 스크린 어시스트 | That's another screen assist. | 또 스크린 어시스트야.
basketball | screen assist | noun | 스크린 어시스트 | He creates value with screen assists. | 스크린 어시스트로 기여해.
basketball | screen assist | noun | 스크린 어시스트 | The screen assist freed the shooter. | 스크린 어시스트로 슈터가 열렸어.
basketball | screen the screener | noun | STS 전술 | Warriors run screen the screener. | 워리어스 STS 전술 쓴다.
basketball | screen the screener | noun | STS 전술 | Nice screen the screener action. | STS 전술 잘 돌렸네.
basketball | screen the screener | noun | STS 전술 | They scored off screen the screener. | STS 전술로 득점했네.
basketball | screen the screener | noun | STS 전술 | Watch for screen the screener. | STS 전술 조심해.
basketball | seal | verb | 자리잡다 | He sealed his defender. | 수비수 앞에서 자리잡았어.
basketball | seal | verb | 자리잡다 | The center sealed deep. | 센터가 깊게 자리잡았어.
basketball | seal | verb | 자리잡다 | He sealed for the entry pass. | 엔트리 패스 받으려고 자리잡았어.
basketball | seal | verb | 자리잡다 | He sealed under the rim. | 림 아래에서 자리잡았어.
basketball | seal | verb | 자리잡다 | He sealed his defender under the rim. | 림 아래에서 수비수 상대로 자리잡았어.
basketball | seal | verb | 자리잡다 | The center sealed deep in the paint. | 센터가 페인트존 깊게 자리잡았어.
basketball | seal | verb | 자리잡다 | He sealed early for an easy catch. | 쉽게 받으려고 미리 자리잡았어.
basketball | seal | verb | 자리잡다 | Seal your defender before the pass. | 패스 오기 전에 자리잡아.
basketball | second chance points | noun | 세컨찬스 득점 | Knicks lead second chance points. | 닉스가 세컨찬스 득점이 많아.
basketball | second chance points | noun | 세컨찬스 득점 | They gave up too many second chance points. | 세컨찬스 득점을 너무 내줬어.
basketball | second chance points | noun | 세컨찬스 득점 | Second chance points hurt them. | 세컨찬스 득점이 아팠어.
basketball | second chance points | noun | 세컨찬스 득점 | Offensive rebounds created second chance points. | 공격 리바운드가 세컨찬스 득점으로 이어졌어.
basketball | secure | verb | 리바운드하다 | He secured the rebound with two hands. | 두 손으로 리바운드했어.
basketball | secure | verb | 리바운드하다 | Gobert secured every defensive rebound. | 고베어가 수비 리바운드를 계속 잡았어.
basketball | secure | verb | 리바운드하다 | He secured the board in traffic. | 경합 속에서 리바운드했어.
basketball | secure | verb | 리바운드하다 | Secure every rebound near the rim. | 림 근처 리바운드는 전부 잡아.
basketball | Shai Gilgeous-Alexander | noun | 샤이 길저스알렉산더 | Shai Gilgeous-Alexander got to the rim. | 샤이 길저스알렉산더가 림까지 들어갔어.
basketball | Shai Gilgeous-Alexander | noun | 샤이 길저스알렉산더 | Shai Gilgeous-Alexander lived in the mid-range. | 샤이 길저스알렉산더가 미드레인지를 공략했어.
basketball | Shai Gilgeous-Alexander | noun | 샤이 길저스알렉산더 | Shai Gilgeous-Alexander got to his spots. | 샤이 길저스알렉산더가 원하는 위치를 잡았어.
basketball | Shai Gilgeous-Alexander | noun | 샤이 길저스알렉산더 | Shai Gilgeous-Alexander kept the defense guessing. | 샤이 길저스알렉산더가 수비를 흔들었어.
basketball | shake and bake | noun | 크로스오버 개인기 | Crawford with the shake and bake. | 크로포드 크로스오버 개인기 나왔다.
basketball | shake and bake | noun | 크로스오버 개인기 | That shake and bake was nasty. | 크로스오버 진짜 지렸다.
basketball | shake and bake | noun | 크로스오버 개인기 | He hit him with a shake and bake. | 크로스오버로 벗겨버렸네.
basketball | shake and bake | noun | 크로스오버 개인기 | The crowd loved that shake and bake. | 저 크로스오버에 관중들 난리 났네.
basketball | Shawn Marion | noun | 숀 매리언 | Shawn Marion filled every column. | 숀 매리언이 스탯을 골고루 쌓았어.
basketball | Shawn Marion | noun | 숀 매리언 | Shawn Marion finished the break. | 숀 매리언이 속공을 마무리했어.
basketball | Shawn Marion | noun | 숀 매리언 | Shawn Marion came up with the block. | 숀 매리언이 블록을 기록했어.
basketball | Shawn Marion | noun | 숀 매리언 | Shawn Marion made another hustle play. | 숀 매리언이 또 허슬 플레이를 했어.
basketball | shoot | verb | 슛하다 | He shot right over the late contest. | 늦은 컨테스트 위로 슛했어.
basketball | shoot | verb | 슛하다 | Curry shot from well beyond the arc. | 커리가 3점 라인 훨씬 밖에서 슛했어.
basketball | shoot | verb | 슛하다 | He shot immediately off the catch. | 캐치하자마자 바로 슛했어.
basketball | shoot | verb | 슛하다 | Shoot when the defense goes under. | 수비가 언더하면 바로 슛해.
basketball | shooting guard | noun | 슈팅 가드 | Kobe, the ultimate shooting guard. | 코비는 최고의 슈팅 가드야.
basketball | shooting guard | noun | 슈팅 가드 | He's starting at shooting guard. | 슈팅 가드로 선발 출전해.
basketball | shooting guard | noun | 슈팅 가드 | Elite scoring shooting guard. | 득점력이 뛰어난 슈팅 가드야.
basketball | shooting guard | noun | 슈팅 가드 | They moved him to shooting guard. | 슈팅 가드로 포지션을 옮겼어.
basketball | shot clock | noun | 샷클락 | Shot clock is winding down. | 샷클락이 거의 끝나가.
basketball | shot clock | noun | 샷클락 | Beat the shot clock. | 샷클락 안에 쏴.
basketball | shot clock | noun | 샷클락 | The shot clock hit zero. | 샷클락이 끝났어.
basketball | shot clock | noun | 샷클락 | Only three seconds on the shot clock. | 샷클락 3초 남았어.
basketball | sideline | noun | 사이드라인 | Coach Pop yells from sideline. | 팝 감독이 사이드라인에서 소리쳐.
basketball | sideline | noun | 사이드라인 | Save it before the sideline. | 사이드라인 나가기 전에 살려.
basketball | sideline | noun | 사이드라인 | He stepped on the sideline. | 사이드라인을 밟았어.
basketball | sideline | noun | 사이드라인 | The bench erupted from the sideline. | 벤치가 사이드라인에서 들썩였어.
basketball | sixth man | noun | 식스맨 | Crawford wins sixth man again. | 크로포드가 또 식스맨상을 받았어.
basketball | sixth man | noun | 식스맨 | He's the perfect sixth man. | 딱 식스맨 스타일이야.
basketball | sixth man | noun | 식스맨 | The sixth man changed the game. | 식스맨이 흐름을 바꿨어.
basketball | sixth man | noun | 식스맨 | Their sixth man brings instant offense. | 식스맨이 바로 득점을 만들어줘.
basketball | skip | verb | 스킵패스하다 | He skipped it to the opposite corner. | 반대 코너로 스킵패스했어.
basketball | skip | verb | 스킵패스하다 | Luka skipped it over the zone. | 루카가 지역방어 위로 스킵패스했어.
basketball | skip | verb | 스킵패스하다 | He skipped it across the court. | 코트 반대편으로 스킵패스했어.
basketball | skip | verb | 스킵패스하다 | Skip it when the corner is open. | 코너가 오픈이면 스킵패스해.
basketball | skyhook | noun | 스카이훅 | Magic Johnson's baby skyhook. | 매직 존슨의 베이비 스카이훅.
basketball | skyhook | noun | 스카이훅 | Classic skyhook. | 정통 스카이훅이다.
basketball | skyhook | noun | 스카이훅 | The skyhook is unstoppable. | 스카이훅은 못 막지.
basketball | skyhook | noun | 스카이훅 | Beautiful skyhook finish. | 스카이훅 마무리 좋았다.
basketball | slam dunk | noun | 슬램덩크 | Shaq with the slam dunk. | 샤크 슬램덩크.
basketball | slam dunk | noun | 슬램덩크 | Huge slam dunk. | 슬램덩크 작렬.
basketball | slam dunk | noun | 슬램덩크 | He finished with a slam dunk. | 슬램덩크로 마무리했네.
basketball | slam dunk | noun | 슬램덩크 | The crowd loved that slam dunk. | 슬램덩크에 관중들 난리 났네.
basketball | slash | verb | 돌파하다 | He slashed to the rim. | 림까지 돌파했어.
basketball | slash | verb | 돌파하다 | Edwards keeps slashing inside. | 에드워즈가 계속 돌파하네.
basketball | slash | verb | 돌파하다 | He slashed through the lane. | 페인트존으로 돌파했어.
basketball | slash | verb | 돌파하다 | Keep slashing when they switch. | 스위치 나오면 계속 돌파해.
basketball | slasher | noun | 슬래셔 | Wade was an elite slasher. | 웨이드는 최고의 슬래셔였어.
basketball | slasher | noun | 슬래셔 | He's a natural slasher. | 타고난 슬래셔야.
basketball | slasher | noun | 슬래셔 | The slasher attacked the rim. | 슬래셔가 림을 공략했어.
basketball | slasher | noun | 슬래셔 | They need another slasher. | 슬래셔가 한 명 더 필요해.
basketball | slip | verb | 슬립하다 | He slipped the screen. | 스크린을 슬립했어.
basketball | slip | verb | 슬립하다 | The big slipped early. | 빅맨이 일찍 슬립했어.
basketball | slip | verb | 슬립하다 | He slipped to the rim. | 림으로 슬립했어.
basketball | slip | verb | 슬립하다 | He slipped for a layup. | 레이업하려고 슬립했어.
basketball | slip | verb | 슬립하다 | He slipped the screen for a layup. | 스크린 슬립하고 레이업했어.
basketball | slip | verb | 슬립하다 | The big slipped before contact. | 빅맨이 접촉 전에 슬립했어.
basketball | slip | verb | 슬립하다 | He slipped into open space. | 빈 공간으로 슬립했어.
basketball | slip | verb | 슬립하다 | Slip when they switch early. | 일찍 스위치하면 슬립해.
basketball | small forward | noun | 스몰 포워드 | LeBron dominates as small forward. | 르브론은 스몰 포워드로 지배했어.
basketball | small forward | noun | 스몰 포워드 | He's a natural small forward. | 원래 스몰 포워드 스타일이야.
basketball | small forward | noun | 스몰 포워드 | The small forward led the break. | 스몰 포워드가 속공을 이끌었어.
basketball | small forward | noun | 스몰 포워드 | They need more size at small forward. | 스몰 포워드 자리가 더 커야 해.
basketball | spacing | noun | 스페이싱 | Rockets prioritize floor spacing. | 로켓츠는 스페이싱을 중시해.
basketball | spacing | noun | 스페이싱 | The spacing looks great. | 스페이싱이 좋아 보여.
basketball | spacing | noun | 스페이싱 | Better spacing opened the lane. | 스페이싱이 좋아서 길이 열렸어.
basketball | spacing | noun | 스페이싱 | They need more spacing. | 스페이싱이 더 필요해.
basketball | spin | verb | 스핀무브하다 | He spun into the paint for a layup. | 레이업 위해 페인트존으로 스핀무브했어.
basketball | spin | verb | 스핀무브하다 | Siakam spun past the help defender. | 시아캄이 헬프 수비 상대로 스핀무브했어.
basketball | spin | verb | 스핀무브하다 | He spun toward the baseline for space. | 공간 만들려고 베이스라인 쪽으로 스핀무브했어.
basketball | spin | verb | 스핀무브하다 | Spin when the lane gets crowded. | 수비가 몰리면 스핀무브해.
basketball | spin move | noun | 스핀무브 | Siakam with the spin move. | 시아캄의 스핀무브야.
basketball | spin move | noun | 스핀무브 | Quick spin move to the basket. | 빠른 스핀무브로 들어갔어.
basketball | spin move | noun | 스핀무브 | That spin move was smooth. | 스핀무브가 정말 부드러웠어.
basketball | spin move | noun | 스핀무브 | He scored off a spin move. | 스핀무브로 득점했어.
basketball | spot up | verb | 스팟업하다 | He spotted up in the weakside corner. | 약한 쪽 코너에서 스팟업했어.
basketball | spot up | verb | 스팟업하다 | Klay spotted up behind the arc. | 클레이가 3점 라인 밖에서 스팟업했어.
basketball | spot up | verb | 스팟업하다 | He spotted up while the star isolated. | 에이스가 아이솔할 때 스팟업했어.
basketball | spot up | verb | 스팟업하다 | Spot up whenever they help inside. | 상대가 안으로 헬프 오면 스팟업해.
basketball | stagger screen | noun | 스태거 스크린 | Thompson uses the stagger screen. | 탐슨 스태거 스크린 탄다.
basketball | stagger screen | noun | 스태거 스크린 | Nice stagger screen setup. | 스태거 스크린 좋았다.
basketball | stagger screen | noun | 스태거 스크린 | He got open off a stagger screen. | 스태거 스크린으로 오픈 났네.
basketball | stagger screen | noun | 스태거 스크린 | Run the stagger screen again. | 스태거 스크린 한 번 더 가자.
basketball | starting lineup | noun | 선발 명단 | Bulls introduce their starting lineup. | 불스의 선발 명단이 발표됐어.
basketball | starting lineup | noun | 선발 명단 | He's back in the starting lineup. | 선발 명단에 복귀했어.
basketball | starting lineup | noun | 선발 명단 | The starting lineup changed again. | 선발 명단이 또 바뀌었어.
basketball | starting lineup | noun | 선발 명단 | That's their best starting lineup. | 그게 최상의 선발 명단이야.
basketball | stat padder | noun | 스탯 충 | Accused of being stat padder. | 스탯 충이라는 비판을 받았어.
basketball | stat padder | noun | 스탯 충 | People call him a stat padder. | 스탯 충이라고들 해.
basketball | stat padder | noun | 스탯 충 | He's tired of the stat padder label. | 스탯 충 이미지에 지쳤어.
basketball | stat padder | noun | 스탯 충 | The stat padder debate never ends. | 스탯 충 논쟁은 끝이 없어.
basketball | steal | noun | 스틸 | James with the steal. | 제임스 스틸 성공.
basketball | steal | noun | 스틸 | That's a clean steal. | 깔끔한 스틸이네.
basketball | steal | noun | 스틸 | He jumped the pass for a steal. | 패스 끊고 스틸했네.
basketball | steal | noun | 스틸 | Another steal in transition. | 속공 상황에서 또 스틸이네.
basketball | steal | noun | 스틸 | Jordan with the crucial steal. | 조던의 결정적인 스틸이야.
basketball | steal | noun | 스틸 | That's his third steal tonight. | 오늘 벌써 스틸 3개야.
basketball | steal | noun | 스틸 | Big steal in transition. | 속공 상황에서 큰 스틸이야.
basketball | steal | noun | 스틸 | That steal led to an easy bucket. | 그 스틸이 쉬운 득점으로 이어졌어.
basketball | steal of the draft | noun | 스틸픽 | Jokic is steal of the draft. | 요키치는 최고의 스틸픽이야.
basketball | steal of the draft | noun | 스틸픽 | He might be the steal of the draft. | 스틸픽이 될 수도 있어.
basketball | steal of the draft | noun | 스틸픽 | That's a classic steal of the draft. | 전형적인 스틸픽이야.
basketball | steal of the draft | noun | 스틸픽 | The steal of the draft came late. | 스틸픽은 후순위에서 나왔어.
basketball | step-back | noun | 스텝백 | Harden's deadly step-back. | 하든의 치명적인 스텝백.
basketball | step-back | noun | 스텝백 | Clean step-back jumper. | 깔끔한 스텝백 점퍼야.
basketball | step-back | noun | 스텝백 | His step-back is automatic. | 스텝백이 거의 필살기야.
basketball | step-back | noun | 스텝백 | He created space with a step-back. | 스텝백으로 공간을 만들었어.
basketball | Stephen Curry | noun | 스테픈 커리 | Stephen Curry pulled up from deep. | 스테픈 커리가 멀리서 바로 쐈어.
basketball | Stephen Curry | noun | 스테픈 커리 | Stephen Curry got hot in the third. | 스테픈 커리가 3쿼터에 불붙었어.
basketball | Stephen Curry | noun | 스테픈 커리 | Stephen Curry buried another three. | 스테픈 커리가 또 3점을 꽂았어.
basketball | Stephen Curry | noun | 스테픈 커리 | Stephen Curry stretched the defense. | 스테픈 커리가 수비를 넓게 벌려놨어.
basketball | Steve Nash | noun | 스티브 내시 | Steve Nash threaded the needle. | 스티브 내시가 절묘한 패스를 넣었어.
basketball | Steve Nash | noun | 스티브 내시 | Steve Nash ran the pick-and-roll. | 스티브 내시가 픽앤롤을 운영했어.
basketball | Steve Nash | noun | 스티브 내시 | Steve Nash found the open shooter. | 스티브 내시가 빈 슈터를 찾았어.
basketball | Steve Nash | noun | 스티브 내시 | Steve Nash controlled the offense. | 스티브 내시가 공격을 조율했어.
basketball | stretch four | noun | 스트레치 포 | Love popularized the stretch four. | 러브가 스트레치 포를 대중화했어.
basketball | stretch four | noun | 스트레치 포 | He's a modern stretch four. | 현대적인 스트레치 포야.
basketball | stretch four | noun | 스트레치 포 | The stretch four opened the floor. | 스트레치 포가 공간을 넓혔어.
basketball | stretch four | noun | 스트레치 포 | Every team wants a stretch four. | 스트레치 포는 인기 자원이야.
basketball | strip | noun | 스틸 | Iguodala with the clean strip. | 이궈달라의 깔끔한 스틸.
basketball | strip | noun | 스틸 | He got the strip from behind. | 뒤에서 공을 걷어냈어.
basketball | strip | noun | 스틸 | Great strip at the rim. | 림 근처 스틸 좋았어.
basketball | strip | noun | 스틸 | The strip led to a fastbreak. | 스틸이 속공으로 이어졌어.
basketball | strip | verb | 스틸하다 | He stripped the ball clean. | 깔끔하게 스틸했어.
basketball | strip | verb | 스틸하다 | Holiday stripped him in the post. | 할러데이가 포스트에서 스틸했어.
basketball | strip | verb | 스틸하다 | He stripped the ball on the drive. | 돌파하는 선수 공을 스틸했어.
basketball | strip | verb | 스틸하다 | Don't let them strip you. | 공 지키고 스틸 안 당해.
basketball | strong hand | noun | 주손 | Overplay his left strong hand. | 왼손 주손 쪽 막아.
basketball | strong hand | noun | 주손 | Force him away from his strong hand. | 주손 못 쓰게 해.
basketball | strong hand | noun | 주손 | Everything starts with his strong hand. | 주손에서 다 시작되네.
basketball | strong hand | noun | 주손 | He always finishes with his strong hand. | 마무리는 항상 주손으로 하네.
basketball | stuff | verb | 블록하다 | He stuffed the layup. | 레이업을 블록했어.
basketball | stuff | verb | 블록하다 | Wemby stuffed him at the rim. | 웸비가 림 근처에서 블록했어.
basketball | stuff | verb | 블록하다 | He came over and stuffed it. | 커버 와서 블록했어.
basketball | stuff | verb | 블록하다 | He stuffed the dunk attempt. | 덩크 시도를 블록했어.
basketball | substitution | noun | 교체 | Kerr makes a quick substitution. | 커가 빠르게 교체한다.
basketball | substitution | noun | 교체 | Smart substitution there. | 교체 좋았다.
basketball | substitution | noun | 교체 | We need a substitution. | 교체가 필요해.
basketball | substitution | noun | 교체 | That substitution paid off. | 교체 효과 봤네.
basketball | substitution | noun | 교체 | Kerr makes a substitution. | 커 감독이 교체를 가져가.
basketball | substitution | noun | 교체 | A quick substitution here. | 여기서 빠른 교체야.
basketball | substitution | noun | 교체 | The substitution paid off. | 교체가 효과를 봤어.
basketball | substitution | noun | 교체 | They need another substitution. | 교체가 한 번 더 필요해.
basketball | suspension | noun | 출장 정지 | Ja faces a long suspension. | 자가 긴 출장 정지를 받았어.
basketball | suspension | noun | 출장 정지 | The suspension starts immediately. | 출장 정지가 바로 적용돼.
basketball | suspension | noun | 출장 정지 | He appealed the suspension. | 출장 정지에 이의를 제기했어.
basketball | suspension | noun | 출장 정지 | The league announced a suspension. | 리그가 출장 정지를 발표했어.
basketball | swat | verb | 블록하다 | He swatted that into the stands. | 관중석으로 블록했어.
basketball | swat | verb | 블록하다 | Wemby swatted it away. | 웸비가 블록했어.
basketball | swat | verb | 블록하다 | He came over to swat it. | 커버 와서 블록했어.
basketball | swat | verb | 블록하다 | Don't bring that around him or he'll swat it. | 걔 앞에서 그러면 블록해.
basketball | swing | verb | 스윙패스하다 | He swung the ball to the weak side. | 약한 쪽으로 스윙패스했어.
basketball | swing | verb | 스윙패스하다 | They swung the ball around the arc. | 3점 라인 따라 스윙패스했어.
basketball | swing | verb | 스윙패스하다 | He swung it to the open shooter. | 오픈 슈터에게 스윙패스했어.
basketball | swing | verb | 스윙패스하다 | Swing it before the defense rotates. | 수비 로테이션 오기 전에 스윙패스해.
basketball | swingman | noun | 스윙맨 | Tracy McGrady, a versatile swingman. | 트레이시 맥그레이디는 다재다능한 스윙맨이야.
basketball | swingman | noun | 스윙맨 | Every team needs a swingman. | 팀마다 스윙맨이 필요해.
basketball | swingman | noun | 스윙맨 | He's a reliable swingman. | 믿음직한 스윙맨이야.
basketball | swingman | noun | 스윙맨 | The swingman guarded four positions. | 스윙맨이 네 포지션을 수비했어.
basketball | swish | noun | 클린샷 | Allen with the perfect swish. | 앨런 깔끔하게 꽂았네.
basketball | swish | noun | 클린샷 | Nothing but swish. | 그물만 흔들었네.
basketball | swish | noun | 클린샷 | That's a pure swish. | 진짜 클린샷이다.
basketball | swish | noun | 클린샷 | He hit it with a swish. | 클린샷으로 넣었네.
basketball | swish | noun | 클린샷 | Curry from deep, pure swish. | 커리 딥쓰리 클린샷.
basketball | swish | noun | 클린샷 | Nothing but net. | 그물만 흔들었네.
basketball | swish | noun | 클린샷 | Pure swish. | 완전 클린샷이다.
basketball | swish | noun | 클린샷 | That's a clean make. | 깔끔하게 들어갔네.
basketball | switch | noun | 스위치 | Celtics switch on all screens. | 셀틱스는 모든 스크린에 스위치해.
basketball | switch | noun | 스위치 | Good switch there. | 스위치 좋았어.
basketball | switch | noun | 스위치 | They forced the switch. | 스위치를 유도했어.
basketball | switch | noun | 스위치 | The switch created a mismatch. | 스위치로 미스매치가 생겼어.
basketball | switch | verb | 스위치하다 | They switched everything. | 전부 스위치했어.
basketball | switch | verb | 스위치하다 | Boston switched again. | 보스턴이 또 스위치했어.
basketball | switch | verb | 스위치하다 | He switched onto the guard. | 가드에게 스위치했어.
basketball | switch | verb | 스위치하다 | Just switch it. | 그냥 스위치해.
basketball | switch | verb | 스위치하다 | Boston switched on every screen. | 보스턴이 모든 스크린에 스위치했어.
basketball | switch | verb | 스위치하다 | He switched onto the point guard. | 포인트가드에게 스위치했어.
basketball | switch | verb | 스위치하다 | He switched at the top of the key. | 정면에서 스위치했어.
basketball | switch | verb | 스위치하다 | Switch if they set the screen. | 스크린 오면 스위치해.
basketball | tap | verb | 팁인하다 | He tapped the rebound back in. | 리바운드를 팁인했어.
basketball | tap | verb | 팁인하다 | The center tapped it through traffic. | 센터가 경합 속에서 팁인했어.
basketball | tap | verb | 팁인하다 | He tapped in the missed shot. | 놓친 슛을 팁인했어.
basketball | tap | verb | 팁인하다 | He tapped it over the rim. | 림 위에서 팁인했어.
basketball | tear drop | noun | 플로터 | Rose with the tear drop. | 로즈 플로터 넣는다.
basketball | tear drop | noun | 플로터 | Beautiful tear drop. | 플로터 예술이네.
basketball | tear drop | noun | 플로터 | He went with the tear drop. | 플로터 선택했네.
basketball | tear drop | noun | 플로터 | The tear drop fell softly. | 플로터가 부드럽게 들어갔네.
basketball | teardrop | noun | 티어드롭 | Parker drops a soft teardrop. | 파커 티어드롭 넣는다.
basketball | teardrop | noun | 티어드롭 | Beautiful teardrop. | 티어드롭 예술이네.
basketball | teardrop | noun | 티어드롭 | He loves that teardrop. | 티어드롭 잘 쓰네.
basketball | teardrop | noun | 티어드롭 | The teardrop fell softly. | 티어드롭이 부드럽게 들어갔네.
basketball | technical | noun | 테크니컬 파울 | Draymond picks up a technical. | 드레이먼드가 테크니컬 받았네.
basketball | technical | noun | 테크니컬 파울 | That's an easy technical. | 저건 테크니컬이지.
basketball | technical | noun | 테크니컬 파울 | He got a technical for arguing. | 항의하다가 테크니컬 받았네.
basketball | technical | noun | 테크니컬 파울 | Another technical on the bench. | 벤치에 또 테크니컬 나왔네.
